2945 2899
219 248 15
40 74 32
500 2550 429
786 1959 937
26 63 1
630 1920 528
401 712 11
311 2248 1128
390 634 6
827 957 124
726 1720 332
481 635 137
415 1689 280
616 2084 343
39 171 117
134 2551 256
761 1142 181
28 479 208
1767 2484 536
1267 2107 245
2555 2595 24
663 1983 770
225 1042 676
75 250 42
29 1004 714
24 41 14
175 580 348
283 1843 1325
855 2768 872
81 141 34
42 1224 711
242 282 35
170 1412 515
1363 2124 26
85 1604 335
429 1925 624
185 240 43
200 969 727
72 1497 359
1456 2163 564
885 1669 151
541 1345 644
2004 2168 155
1212 1496 27
467 2761 1820
1696 2694 62
296 806 500
1008 1157 76
741 1750 189
1620 2644 755
137 171 0
510 1378 840
403 2186 886
1886 2824 359
962 1015 38
179 1665 286
1 21 3
683 2634 460
618 2838 21
165 1619 65
914 2217 241
898 1036 18
1605 2159 257
1121 1690 172
2079 2837 366
557 2419 547
395 2145 1033
890 1900 798
796 1475 604
2269 2637 269
17 101 60
162 1591 119
258 494 120
1081 1345 239
201 410 178
67 222 81
1334 1761 15
118 161 27
414 1559 153
392 984 540
112 939 681
330 2362 1480
559 2079 1266
1324 2609 13
1441 1485 19
768 2827 1073
376 825 420
612 1837 797
1495 2634 413
39 509 313
402 939 153
800 2663 1366
3 12 0
1597 2875 595
291 336 15
435 1775 283
250 1985 673
1201 2287 56
223 731 141
145 890 487
1308 1569 189
40 950 5
8 140 130
21 42 9
411 1413 384
557 788 163
44 60 17
287 988 183
136 584 388
1114 1295 100
1749 1956 171
323 345 4
116 212 41
755 1575 458
511 1076 433
294 513 219
182 2605 130
425 551 52
230 352 94
2519 2609 56
961 2370 949
1185 1770 152
213 667 80
278 801 465
76 305 3
998 1183 142
1120 1132 1
302 307 5
9 97 73
275 875 475
1736 2029 11
699 1951 451
445 2133 1050
380 528 94
1069 1903 92
1338 1962 197
179 1779 1331
2752 2872 32
308 460 106
11 12 2
699 1025 258
11 544 509
270 758 200
1034 2273 503
172 191 6
1676 2923 206
1402 1559 31
1207 1260 1
1908 2296 49
1694 1837 23
2019 2851 44
1005 1198 67
1230 1718 172
79 118 8
147 1008 107
63 977 576
1020 1541 504
1358 1734 360
10 104 28
226 861 627
292 2511 1691
250 629 343
368 542 34
1596 1650 8
1643 1820 140
1889 2628 342
764 1371 88
7 7 1
59 260 69
455 1479 374
613 1118 167
95 801 119
1177 2711 1197
22 321 253
286 559 186
783 1083 250
794 1732 864
1592 2323 49
555 628 41
663 765 11
257 802 487
150 869 436
431 737 84
1076 2663 797
1042 1428 141
120 1231 855
200 274 74
189 271 78
160 375 82
32 747 176
1130 2527 4
708 1054 288
518 1004 371
111 1366 664
7 23 4
1065 1480 124
408 1116 484
1275 1338 38
36 2794 735
121 274 89
112 2532 1824
86 373 215
509 523 4
2 950 230
1835 2178 310
642 1297 144
1449 1868 1
1622 1818 179
724 2271 1526
635 1658 163
429 1168 737
1385 2290 310
108 1874 1273
2522 2855 76
404 1968 819
454 815 312
594 720 68
593 1914 551
636 1908 1059
897 1472 391
654 924 53
945 1671 653
1130 2483 602
907 2166 523
67 96 28
1272 2252 228
979 1133 97
1385 2005 326
32 390 39
339 691 299
1055 1426 155
340 1659 1167
31 2425 407
172 1217 241
1780 2543 120
35 152 98
1678 1945 164
1171 1485 291
2345 2821 11
734 880 93
836 2548 520
3 557 325
76 311 152
211 2610 1092
1277 1544 226
71 1867 1135
1127 1474 41
643 1025 246
198 1126 305
569 1827 1160
135 2433 1361
703 948 106
703 1644 554
235 240 6
2417 2907 215
281 558 247
1688 1838 14
936 2634 100
27 411 80
2289 2553 174
1312 1327 11
1240 1469 75
603 2868 905
254 377 22
1827 2131 284
6 2329 482
1777 1937 97
1529 2107 45
1037 2692 506
330 405 51
1837 2874 348
2596 2846 200
219 439 95
78 976 558
896 1282 95
1150 2038 75
1580 2312 688
59 378 113
245 1764 511
2395 2861 83
1383 1765 1
936 1142 77
1036 1858 63
477 883 356
15 1314 1086
250 255 6
214 1754 448
1165 1954 636
1537 2063 347
983 2285 721
942 1228 101
165 352 62
1021 1142 76
459 1025 503
231 2714 1436
416 1910 1372
825 1171 11
334 788 35
1030 1414 375
963 2351 991
171 1146 470
207 1664 1326
1150 2396 598
850 2117 995
1729 1767 34
1209 2054 557
1487 1782 93
57 194 52
903 2864 1114
1387 2431 780
214 1746 313
19 1179 252
670 1619 150
1712 2544 695
32 60 2
386 700 164
176 260 61
588 1298 317
405 1095 368
94 2437 1702
1314 2467 462
1525 1527 1
856 1996 743
821 2475 208
55 1330 138
543 941 201
1134 1855 23
2688 2803 11
1515 1756 33
1527 2668 844
1334 2679 821
86 1802 956
1976 2038 34
673 1645 448
262 297 34
1349 2876 1085
825 1218 266
2187 2891 65
492 1416 55
1113 2622 42
855 897 24
83 129 17
1268 2859 10
1003 1721 116
932 1338 14
2354 2528 147
408 610 148
880 1869 506
200 289 80
27 58 10
297 380 49
1013 2538 738
1359 2894 1011
1071 2305 34
168 990 348
128 286 32
2058 2136 12
598 609 8
803 1017 48
778 2582 1738
636 1014 321
538 2777 27
654 2470 1401
893 1132 37
698 2609 224
1210 1774 438
71 604 55
944 2732 287
550 1000 426
959 1035 39
804 2671 1702
857 961 76
886 1437 326
812 1110 203
966 2434 1081
1242 1865 155
165 321 44
461 652 0
87 159 24
182 310 124
2227 2845 53
1988 2291 166
268 1256 390
1020 2358 1018
17 297 76
146 226 47
763 989 7
1400 2685 699
502 1275 122
2029 2584 549
858 2062 485
3 1263 1174
1211 2010 678
229 1561 179
33 520 6
337 1135 73
209 1880 1187
95 2312 1067
1457 1587 78
1936 2534 586
631 2341 1695
417 474 10
879 1071 77
1546 2280 490
356 2713 2123
563 1389 811
915 1240 12
431 1727 481
53 228 104
1447 1939 292
207 237 0
1317 2883 907
132 1040 34
94 554 276
712 2027 312
531 1190 159
581 990 272
1203 2163 615
1446 2159 445
241 671 236
751 924 135
12 61 26
298 1077 153
95 691 102
895 2076 525
724 903 99
35 123 48
58 434 361
6 39 18
21 53 33
1651 2919 758
523 1742 268
192 2369 1920
658 1804 428
1710 1895 166
1214 2557 1191
12 46 15
790 1203 238
1323 1785 4
782 946 24
2007 2573 136
96 2568 1306
1574 1965 343
1 2 0
32 72 1
1249 1578 307
32 1807 1197
47 668 475
656 2561 1191
1660 2687 1
805 2478 1425
697 825 3
665 959 132
977 1334 47
12 275 103
86 710 413
1205 1491 262
226 332 47
305 917 125
102 250 136
13 954 865
415 2481 1266
190 2378 1811
139 400 0
84 128 12
213 1417 379
85 364 115
1765 2307 387
1765 2014 192
532 2778 1006
1347 1431 63
525 562 34
2308 2926 432
1915 2465 181
424 1651 456
943 1817 495
137 540 330
408 789 375
52 126 69
55 1251 1163
260 298 38
372 816 213
1120 2931 1609
47 477 97
226 1604 393
1776 2332 372
29 37 0
909 1775 294
707 727 3
1 1723 961
669 1305 562
471 712 172
343 625 63
706 1456 728
1612 1633 2
577 879 51
1887 2046 57
836 1646 608
953 2298 649
1308 2697 1126
784 1911 107
547 2058 404
152 170 5
750 905 149
139 1068 605
294 380 52
962 1143 49
1359 1971 50
1670 2311 465
252 1651 863
52 1617 880
1280 1894 176
41 722 360
882 1784 899
833 994 101
519 1393 40
1293 2093 741
1407 2056 9
808 840 11
2508 2624 65
1173 1971 442
661 1580 5
122 126 3
129 1134 1006
194 1380 525
216 1464 218
330 2335 1651
2251 2733 191
1660 2527 758
23 1895 96
229 256 7
1188 1360 46
412 2045 1624
152 810 638
99 137 8
406 1543 1046
1411 1995 344
73 784 167
2192 2462 57
829 1902 872
184 418 88
4 265 194
172 1472 425
1033 1310 79
964 1424 91
426 662 201
913 2080 1083
46 71 16
1369 2550 1073
658 1286 593
203 2443 279
873 1985 1030
657 2642 1434
387 1569 526
34 47 14
333 1145 549
811 1265 89
950 2528 741
149 280 95
1 1 0
68 85 16
1166 1701 173
81 901 733
719 2366 1464
93 155 9
197 454 46
50 2368 1757
225 1910 314
733 2147 160
1552 2124 545
248 1084 619
2247 2657 207
131 1042 670
1765 2330 27
112 517 323
429 2480 311
95 273 75
384 723 128
19 36 2
1902 2574 464
1012 2069 185
413 1196 199
556 2717 588
137 207 51
1807 2587 60
43 1316 513
152 239 53
1945 1981 0
2550 2758 66
527 1146 64
213 553 44
777 2331 752
190 230 34
102 1017 64
2412 2516 48
463 2764 2170
849 1064 91
1071 2059 931
177 897 251
110 2187 1366
2555 2572 0
211 2907 2051
1069 1109 25
512 2306 1586
760 1335 416
261 478 52
667 1253 372
102 112 0
83 221 93
383 520 75
583 1775 235
805 1565 478
882 1678 786
374 418 20
999 1433 178
1098 2793 1501
1129 1467 104
757 2833 1815
1465 2525 721
940 1528 582
1029 1300 234
122 2026 1489
1266 2527 525
1629 2021 185
1105 2931 192
398 916 78
314 1879 803
533 607 6
200 711 460
2500 2891 32
1313 2564 113
78 578 386
1 543 130
122 339 19
1246 1662 185
578 2739 552
346 708 333
759 2583 358
539 1095 202
58 190 70
670 1638 379
72 404 203
1898 2050 27
719 1512 254
7 617 251
207 1432 1067
793 2916 2063
219 759 276
194 805 134
1084 1251 96
428 576 134
394 2141 1328
593 846 30
157 230 29
1603 2786 324
28 316 246
382 628 206
2817 2883 28
545 807 224
698 2538 1569
586 2808 450
219 2747 80
986 2239 492
5 19 7
845 1257 44
2057 2593 466
401 743 242
384 430 46
474 1071 260
489 1524 639
783 1711 884
822 1614 127
1989 2556 78
1057 1902 571
29 766 374
90 161 27
279 2054 3
584 2183 288
234 2223 1054
48 65 6
1187 2326 305
399 1129 121
989 1404 1
234 1215 255
931 2689 994
855 1211 275
317 586 11
282 1747 610
1076 1461 290
460 1052 308
892 984 1
90 225 20
267 1008 637
1067 2181 4
2515 2851 278
191 1850 1518
42 1826 1049
1774 2453 189
830 1434 548
15 54 25
74 510 312
3 277 118
976 2498 1149
996 1546 390
537 849 166
539 2296 1125
496 575 59
1791 1973 140
1170 2319 229
83 339 7
635 1940 587
467 1574 397
837 1259 108
772 2614 211
2458 2739 7
557 1421 132
1406 2824 228
51 1609 1517
926 1177 84
722 1124 195
68 432 312
8 21 10
1257 1467 22
1039 1244 0
351 811 77
393 2355 1812
532 648 23
686 689 3
497 1977 65
164 368 73
2364 2579 52
456 1011 507
232 2601 1609
219 469 114
161 2704 2016
2117 2353 56
1049 2556 1371
116 411 160
822 1475 266
1654 2481 257
73 1279 1177
2 2 1
292 898 124
831 833 1
868 1566 164
1 1495 914
960 2126 301
402 2245 1368
979 1762 683
102 1080 810
446 1329 69
2334 2442 40
1734 2248 115
1370 2543 587
217 485 259
435 1279 388
725 1797 111
539 2032 866
82 1103 487
649 993 58
1281 1819 152
40 43 2
221 1849 1616
861 1117 225
1769 2711 598
424 2112 1655
926 1826 674
847 1408 360
459 474 10
640 1787 395
1566 1987 181
135 138 4
221 1402 433
826 1743 907
1697 2012 270
412 1409 368
28 319 95
75 968 300
127 364 191
1858 1920 58
216 824 419
499 1786 517
1164 2887 815
679 2902 2116
378 540 86
1698 2904 271
14 2104 1407
798 874 66
897 1698 28
1724 1727 0
2476 2860 334
122 138 3
1279 2263 32
693 1519 644
550 899 222
138 179 38
835 923 29
377 648 105
721 2787 119
42 94 14
828 2139 1203
1699 2512 676
769 2869 732
783 2590 469
1730 1829 14
92 219 17
1115 2733 1113
777 870 52
1410 2503 479
34 197 1
135 1906 1546
805 2539 214
313 684 370
1593 2282 307
42 508 184
521 1571 656
13 1475 1377
2669 2826 126
748 1673 158
1394 1450 0
1509 2223 526
303 1864 13
2272 2933 290
404 1616 519
22 1641 803
41 359 167
515 732 190
31 34 3
195 643 356
447 719 90
1026 1893 332
125 595 62
1033 1885 769
217 660 194
350 874 357
1094 2050 624
375 889 139
1526 2352 330
216 243 8
5 91 66
937 1128 16
648 2386 806
635 1186 395
1663 1698 21
89 440 158
1794 2371 44
1007 2311 474
1394 2106 541
1550 1733 61
546 1591 125
45 51 4
582 1785 533
9 1394 869
650 692 36
876 1232 139
1051 2120 668
397 2533 1514
166 254 53
229 642 161
1435 2100 2
1156 2943 1614
1089 1357 119
398 721 320
412 699 152
136 348 102
1404 1853 407
4 501 216
953 1013 41
186 341 99
1381 1439 10
562 2894 2159
398 1902 1322
1685 2337 417
692 2073 774
474 1537 308
617 2733 1032
390 634 18
183 1558 445
828 1355 38
478 2731 1500
235 906 20
681 2058 1093
1108 2354 740
1827 2039 84
226 278 23
1866 2283 322
111 675 332
2131 2579 140
2 39 21
1921 2113 50
538 2602 1560
1 450 346
66 635 208
203 511 48
863 1517 228
619 2309 312
2370 2384 4
64 1043 317
2424 2719 238
968 2286 595
292 2512 1040
632 1603 148
61 334 171
1188 1624 166
127 686 127
185 335 82
1366 1639 50
4 33 9
1392 1721 71
94 114 13
568 2662 1265
155 501 218
605 724 39
207 2717 1025
301 779 159
1168 1632 227
