1943 2877
266 490 156
319 1047 654
114 367 119
990 1549 449
729 1552 614
1142 1795 81
22 289 67
106 423 234
843 1258 214
524 1468 597
952 1859 870
97 262 44
258 396 77
787 1857 271
776 1208 428
88 724 146
246 1446 371
625 1376 48
476 1288 664
419 426 3
175 1436 462
211 277 5
770 1168 74
867 1081 179
606 852 120
526 707 180
41 90 16
877 1325 11
192 1146 627
80 929 746
531 1894 645
303 1465 957
111 167 45
405 439 14
801 984 126
6 6 1
610 1579 719
411 894 298
21 777 13
651 1120 142
34 75 20
1417 1678 52
20 368 0
1352 1566 191
79 241 80
836 906 53
251 437 48
35 1085 174
552 1456 345
687 1832 72
106 359 208
642 1027 233
913 989 52
71 1427 647
1120 1558 190
401 1585 380
13 255 102
803 1068 35
441 1044 526
185 1142 710
157 393 172
432 1008 401
44 356 287
130 243 97
563 611 41
974 1065 13
424 1056 564
29 422 329
1458 1477 7
206 253 46
234 375 32
423 1577 588
934 1809 290
291 1608 247
125 279 49
385 889 365
261 694 197
813 854 38
819 1267 216
1765 1827 62
1364 1370 6
185 222 7
73 386 58
147 747 528
955 1037 44
178 184 4
1066 1383 165
42 1067 251
3 8 5
1141 1161 11
372 567 135
179 616 37
180 1218 990
325 988 185
836 1021 173
765 1577 405
520 991 307
1045 1547 141
235 317 61
947 1362 309
1 8 8
36 1885 735
599 1918 1183
37 1020 298
274 684 97
197 863 294
716 1563 340
908 1711 222
559 621 23
889 1109 138
851 962 59
103 393 127
1310 1365 34
246 251 5
35 1619 711
1245 1707 59
430 694 110
378 1069 2
6 6 1
645 1756 969
920 1623 306
1766 1931 79
808 858 0
542 1455 463
435 577 66
217 1260 393
4 787 500
547 1627 544
28 486 334
114 1539 794
842 1531 371
627 1086 306
23 298 123
469 1173 577
1479 1925 176
498 939 340
599 1267 171
98 126 17
73 211 58
694 1699 552
231 587 187
56 92 31
222 520 136
1602 1744 101
38 777 381
988 1739 742
383 616 118
91 1399 297
104 118 10
1217 1238 14
244 1125 225
201 1117 678
633 1044 12
64 1262 216
151 607 388
879 1897 15
244 1007 698
1015 1151 110
1010 1243 39
956 1388 150
321 366 13
1384 1812 212
738 1215 380
45 1768 642
281 648 94
168 199 7
488 994 436
187 235 1
1149 1155 3
759 1192 257
157 1144 246
26 1571 819
90 347 107
377 1160 556
103 474 18
53 1590 283
1428 1887 453
251 1219 670
107 460 259
491 781 228
1616 1857 133
871 1637 38
33 758 306
249 775 303
36 37 2
1510 1560 50
97 127 16
342 618 146
715 1807 1048
567 568 0
471 1244 349
67 1881 1549
603 1199 56
848 1597 188
42 66 6
399 1524 593
128 1255 666
833 936 32
1205 1556 293
908 1059 37
158 165 4
529 956 301
1110 1419 228
51 623 214
809 1236 41
29 192 133
2 62 34
141 257 23
330 635 10
358 1486 235
346 1349 245
965 1531 365
650 837 21
735 783 1
758 941 40
104 392 6
1310 1534 131
218 362 38
534 1124 383
635 1669 662
1189 1436 173
469 1029 271
633 863 218
1245 1799 214
38 508 179
1134 1639 238
935 1001 4
999 1665 229
263 1048 56
589 746 148
105 1697 1397
429 1272 15
747 1790 997
289 1932 1583
1495 1829 147
1114 1340 36
1216 1412 196
1 28 4
133 216 22
563 1630 110
238 1104 496
197 1802 1365
1 42 7
386 781 207
140 444 298
569 1234 260
1191 1619 111
219 1860 1571
395 848 48
715 1120 358
1174 1893 276
129 288 39
181 306 100
241 286 36
588 687 62
106 888 143
207 470 193
327 360 33
997 1070 55
291 1806 852
1724 1927 145
94 465 146
214 741 220
1344 1390 19
608 940 70
257 469 74
251 610 277
222 325 21
318 1368 38
1565 1588 21
118 149 26
30 100 16
150 1333 78
5 35 2
378 1795 212
1267 1592 53
253 634 349
105 201 53
1261 1467 70
102 1030 575
31 33 2
104 1092 594
357 1248 734
181 252 52
753 1881 473
152 1117 111
1161 1324 4
333 499 130
758 1329 56
770 1888 858
1387 1596 140
343 581 179
778 1174 174
389 725 111
401 1254 238
16 63 39
292 694 70
128 301 113
1031 1162 109
417 658 225
85 92 4
111 1429 800
1225 1838 417
533 1716 754
787 1792 595
660 953 104
66 217 11
90 351 261
131 1027 793
256 656 35
926 1940 74
205 660 19
62 1085 899
32 1226 907
70 222 108
832 1222 292
162 1185 764
692 757 62
694 1825 110
58 325 213
1224 1242 7
1287 1584 176
453 963 91
972 1212 179
719 1121 392
5 820 568
618 1173 116
5 21 11
1170 1581 304
459 692 119
285 387 86
162 165 1
435 602 5
1091 1348 126
487 1094 468
561 1039 134
164 1606 1049
103 765 82
924 1147 193
678 711 8
303 627 8
3 15 4
378 929 345
380 1828 1138
744 841 31
134 591 150
22 633 297
950 1623 269
496 881 335
300 538 75
824 1922 674
836 1151 165
181 406 226
56 706 455
128 611 460
604 1139 148
9 13 1
22 684 71
714 857 119
510 1271 231
324 1578 489
213 214 2
302 791 161
667 1040 22
1493 1822 304
670 671 0
47 424 364
1124 1233 44
34 510 345
134 650 162
1132 1596 454
364 1086 690
732 863 128
96 178 56
98 269 33
913 1868 857
82 545 377
1610 1670 43
10 49 21
810 1713 881
260 1896 204
190 499 78
253 886 340
33 493 236
305 537 151
410 664 116
1125 1210 40
281 1845 1460
209 1025 107
211 233 13
405 625 200
6 880 449
19 31 5
1772 1867 86
98 321 89
578 1806 958
395 457 59
293 1347 373
709 838 55
403 800 321
1178 1608 167
51 473 69
227 343 78
846 1200 159
323 934 406
959 1539 184
82 1411 1194
110 215 79
276 1068 724
95 191 21
20 67 4
762 871 15
323 1205 349
1168 1620 344
29 146 18
815 1650 517
375 442 4
90 705 142
536 1663 32
402 618 132
933 1040 3
1 681 345
10 199 140
9 15 2
1157 1356 133
297 592 35
115 737 575
26 1069 822
103 1047 190
253 883 174
274 407 126
552 638 12
109 114 0
528 530 1
232 340 85
29 43 3
825 1280 149
1535 1897 14
1111 1517 190
548 717 79
74 110 30
921 1426 334
556 972 270
1540 1911 80
364 1561 1174
708 1327 3
194 1373 754
224 1628 602
717 907 43
298 406 2
462 1207 392
14 103 58
407 905 426
832 1248 404
333 832 441
380 601 189
57 320 16
380 1277 586
97 205 52
142 195 42
161 993 704
732 1062 221
324 564 130
860 869 0
772 967 106
300 628 171
664 668 2
725 1593 833
847 1264 52
341 1628 252
1 4 2
526 787 243
858 1167 37
512 1529 631
4 975 214
90 1089 837
259 265 2
961 1039 58
383 616 66
1357 1719 202
715 1774 414
632 1240 229
1147 1303 104
78 514 222
715 1144 423
221 345 94
163 874 540
142 156 11
118 260 132
137 158 20
35 370 27
805 836 26
636 765 4
158 706 178
69 93 5
4 221 190
1678 1886 189
455 698 172
664 1894 648
189 190 2
470 1537 1017
933 986 25
972 1702 403
13 14 1
324 1791 765
1315 1824 276
834 1496 362
614 1873 236
492 698 191
515 1904 829
911 1664 136
469 913 332
471 1231 734
928 1608 67
245 750 233
449 1292 600
112 173 7
10 235 133
741 903 153
89 360 18
216 518 204
603 849 240
178 396 11
274 1803 932
1006 1528 106
723 1198 117
312 718 50
450 1593 1080
550 1722 904
630 776 116
107 127 6
602 1233 392
187 263 9
1359 1635 216
629 947 237
378 692 195
464 1599 327
367 706 33
303 1206 904
926 1859 821
484 554 67
107 1292 124
105 571 448
158 414 132
67 174 56
894 1716 228
289 1091 215
1468 1496 0
803 1527 16
336 465 56
268 458 84
287 1750 1115
470 1285 297
304 992 90
21 27 3
186 770 93
795 1115 102
1035 1156 4
45 716 662
53 64 5
61 624 495
142 1942 798
29 447 205
412 430 8
173 460 77
12 66 0
93 329 166
428 1405 569
393 1699 988
181 275 80
364 1099 192
10 37 23
203 1436 1120
1614 1734 99
251 1107 746
516 1687 765
1098 1461 251
1738 1912 38
580 876 245
739 769 3
1045 1174 60
1282 1435 42
3 4 1
784 1192 316
83 1818 311
447 483 5
102 338 97
314 1644 1102
492 549 43
108 146 28
1262 1472 7
1303 1590 48
861 1916 1039
661 938 84
228 802 309
104 108 1
164 1615 346
167 228 27
303 667 90
1201 1312 107
585 1940 756
81 454 36
790 1066 114
685 1492 118
651 1808 186
517 1685 131
354 417 58
39 78 13
641 663 19
548 609 46
2 10 4
132 1863 1040
445 1538 224
480 1143 641
1022 1097 55
1395 1586 112
1013 1813 387
831 1179 295
1104 1256 31
1347 1848 445
286 306 14
29 799 723
396 482 57
526 809 186
2 15 11
63 108 22
147 422 237
694 1094 107
982 1070 65
1006 1332 69
9 42 10
781 1860 201
405 1068 513
1869 1931 25
421 1863 680
320 438 98
343 700 46
395 397 0
269 817 355
465 1606 472
556 1097 386
538 700 142
108 1511 239
21 28 3
493 1188 446
305 1341 145
1296 1583 120
312 614 223
94 650 172
3 15 10
222 930 318
1294 1414 70
15 497 443
826 995 52
287 1539 1232
1538 1886 322
403 1263 175
661 1786 520
58 296 164
685 1446 348
65 92 13
26 1872 1678
37 1380 410
705 919 82
250 834 105
343 1301 770
277 308 24
140 1661 495
50 584 139
774 1896 187
1261 1416 136
822 1933 142
83 397 170
536 672 43
24 361 304
1785 1827 15
204 1466 822
96 126 17
168 347 169
122 399 261
1286 1879 570
1816 1816 1
1210 1894 307
215 1074 85
97 1758 1481
64 1250 918
320 426 67
1382 1550 37
262 1270 904
316 1382 159
222 302 81
57 217 10
1032 1903 693
370 993 455
80 1802 1124
1179 1202 16
524 735 10
1583 1683 75
40 221 159
315 651 10
546 1172 45
76 470 164
415 869 439
143 273 30
682 1132 428
891 1679 780
782 1448 77
347 1148 178
67 140 40
492 692 113
302 1280 93
108 216 18
535 1378 657
72 1582 1451
15 383 216
214 728 351
181 764 103
85 304 170
206 754 161
92 232 113
2 942 61
124 143 18
740 773 28
951 1273 272
454 1078 486
1152 1608 202
118 184 5
325 472 4
29 222 28
932 1522 466
409 568 5
995 1504 179
14 42 8
13 54 28
620 1102 463
1024 1811 411
1331 1416 77
77 527 31
64 66 1
139 213 30
303 1328 776
622 642 4
86 387 261
1203 1661 243
1872 1886 5
19 23 4
773 1268 262
103 193 91
1080 1937 297
405 482 75
219 1142 108
532 572 16
503 1552 748
1282 1499 133
219 909 496
377 1251 493
207 1520 97
276 514 6
53 324 144
480 987 62
361 630 61
167 431 245
590 1580 261
126 1379 783
629 1064 433
134 192 23
608 1303 672
652 720 32
294 896 263
135 1438 1276
680 1935 1040
334 1330 173
121 687 118
120 152 2
1400 1872 33
835 1783 4
416 1344 825
393 508 83
127 204 60
712 1274 226
259 261 0
