2111 2906
54 441 376
5 13 2
64 1194 476
187 333 83
173 1364 873
36 383 134
1 174 26
424 1591 673
384 1507 136
919 1077 29
605 1917 179
285 559 199
1182 1995 74
1038 1863 280
463 1441 180
690 1633 898
1343 1895 417
132 1646 725
85 1056 667
397 1284 12
249 673 203
104 150 10
229 259 6
71 498 106
77 247 4
935 1880 601
424 664 137
109 278 156
1620 1886 239
989 1415 200
1752 1761 1
439 1225 366
184 474 122
939 1236 150
169 202 16
453 567 15
271 2077 496
302 989 615
371 1605 814
6 886 576
1 60 32
1230 1867 289
902 1590 615
422 929 65
893 1812 106
1866 1870 1
105 491 347
3 100 87
844 1654 71
404 1162 220
332 504 156
218 1988 1327
838 1199 162
879 1138 81
238 890 201
977 1050 2
279 751 420
810 892 40
269 458 141
985 1275 203
1112 1177 59
15 833 792
118 926 727
383 1447 152
77 393 76
585 1178 423
1085 1701 135
1308 1854 120
560 652 76
553 1513 239
1328 1899 259
4 5 2
531 603 40
16 52 0
333 1632 743
674 2079 314
582 759 30
1073 1453 126
624 1291 451
376 1568 527
211 968 168
39 760 539
642 1024 123
175 354 163
234 1305 798
18 59 32
43 57 2
434 566 116
57 862 179
78 167 80
4 11 4
970 1038 22
239 1073 212
522 923 202
89 200 14
927 1126 192
581 1702 209
554 729 83
539 1463 560
603 604 1
80 1445 207
219 1616 1186
208 1984 1259
8 22 1
511 1013 224
769 2103 227
946 1362 331
540 2004 509
1373 1858 205
743 801 5
358 530 106
256 450 16
37 1129 701
726 1291 478
304 1570 29
314 407 43
64 192 41
1307 1835 405
120 515 45
207 1015 787
446 1023 342
411 959 225
321 1794 110
910 1065 109
950 977 22
394 790 256
139 1150 335
728 1978 1018
778 1387 476
417 1958 254
772 1787 509
945 1879 399
1118 1176 26
1402 1889 227
43 210 27
66 137 72
86 388 191
372 383 0
771 828 37
820 1907 747
1539 1963 335
1707 2085 76
1616 1812 77
1069 1566 485
325 787 385
438 1518 172
752 2078 17
236 1654 984
1538 1698 160
1292 1477 93
1339 1822 149
77 205 43
18 97 67
954 1217 49
1497 1613 86
185 540 335
68 108 3
981 2090 899
1017 1228 175
881 2097 205
617 715 46
1052 1092 29
942 1911 154
399 1543 1025
9 48 10
24 1366 1011
773 1219 327
414 717 38
44 1754 253
196 238 11
2028 2054 5
561 1379 268
79 268 78
449 598 117
992 1794 556
27 585 516
531 1586 144
85 955 380
8 293 269
233 1611 242
843 1825 559
1105 1864 739
858 1444 243
642 1823 74
654 1499 461
450 666 26
1024 1107 63
324 1014 258
1306 1555 163
720 2093 1198
39 83 26
524 659 100
181 703 135
300 356 53
217 284 34
132 328 187
366 501 105
251 736 448
61 82 8
467 1417 484
685 2074 733
1010 1094 52
146 371 150
1061 1202 42
1101 1241 78
70 1898 333
34 64 16
91 454 128
885 1855 662
60 1797 940
824 1357 308
1410 1497 75
583 1938 864
1461 1978 165
37 334 268
1220 1557 192
1063 1763 49
780 1756 364
473 714 92
29 221 165
165 1614 298
1253 1793 539
273 1747 1174
948 1306 235
428 667 220
941 1120 144
141 889 258
19 2064 126
225 446 220
70 611 97
701 1220 456
72 110 37
30 60 9
774 2002 16
316 645 280
138 362 208
68 691 575
971 1689 712
461 1465 665
61 798 455
32 93 1
998 1243 14
1660 2094 280
2 66 42
1367 1881 3
61 2090 579
878 1637 225
168 1019 385
640 1307 516
114 267 118
930 1346 106
890 1406 251
152 599 271
1181 1781 32
251 319 40
373 903 406
810 1670 247
1895 2052 117
140 1457 1049
78 89 4
61 977 207
301 1758 586
293 316 4
281 1901 32
136 1450 42
664 1799 195
1148 1605 155
747 888 62
447 631 110
535 781 179
1324 1963 556
51 254 72
64 424 361
608 2098 162
123 206 63
59 281 86
100 1402 852
625 656 13
837 855 17
150 1582 1322
39 44 3
627 835 96
811 1006 76
386 1620 669
153 978 545
321 373 39
451 634 9
1256 2057 660
1111 1404 83
373 1174 349
168 396 8
47 326 111
853 1055 38
648 1365 60
1322 1443 33
442 1753 829
651 700 39
152 910 195
1055 1385 239
529 2018 937
67 1060 246
300 1080 745
1418 1593 49
89 1003 355
596 924 102
55 90 31
1311 1921 68
1037 1796 370
721 1060 95
830 1698 840
582 914 235
783 1111 65
1507 2055 83
528 731 134
223 696 128
519 661 6
447 1049 538
266 1097 193
193 420 101
1435 1486 5
315 528 31
1340 1630 226
680 872 56
781 1103 100
682 1188 393
111 1320 1039
660 775 7
386 1395 448
357 782 403
856 969 58
884 1809 604
426 572 129
1091 1120 21
242 886 242
357 823 182
120 124 5
978 1220 74
723 830 51
228 1152 850
138 2019 1695
540 1535 715
132 890 337
229 1082 457
849 1181 172
367 668 274
1364 1492 124
1823 2086 242
559 1639 641
580 1929 157
19 1363 389
1109 1200 28
1076 1817 380
560 1621 797
1372 2014 449
99 270 14
687 1336 366
1164 2087 843
1152 1983 331
788 1243 154
987 1284 36
535 1439 58
433 818 22
190 215 2
738 865 105
593 738 117
1061 1908 374
690 794 2
380 2085 1333
806 1061 192
931 971 38
345 407 21
306 381 47
77 99 5
333 1881 643
871 1563 145
1402 1632 162
810 1257 54
3 784 597
898 1016 102
406 1685 739
173 1011 137
159 1883 1706
433 473 37
711 1354 363
1233 1269 13
282 1169 300
973 1891 794
1790 1800 9
938 1343 282
474 591 70
263 300 4
46 300 234
36 50 1
89 105 15
1070 1231 63
192 337 80
536 1452 39
349 391 24
318 681 352
869 1384 75
128 1582 264
1744 1978 165
84 209 40
1375 1460 62
5 322 101
996 1997 117
54 297 226
1031 1372 92
281 1286 82
249 1498 1046
17 262 168
499 2067 1565
861 1657 561
1077 1119 16
831 1030 128
1625 2051 35
135 1017 137
174 478 242
94 182 25
53 107 29
25 319 265
546 1733 495
271 648 373
961 1395 260
538 1203 420
1642 1964 99
1705 1995 239
119 124 6
873 1131 115
98 449 222
94 135 41
33 1647 1462
878 1086 105
112 1435 181
1788 2101 39
420 548 112
1045 1275 126
900 2061 172
651 1308 184
497 990 305
310 1424 1011
939 1038 77
31 40 5
1130 1378 223
1072 1361 145
138 231 84
1834 1906 0
606 1804 484
563 1396 6
298 702 125
79 288 108
957 1180 41
1182 1976 218
21 126 23
467 916 313
853 1718 667
971 1378 200
152 155 4
382 1055 185
694 1434 680
1359 2069 261
1304 1785 50
52 310 163
512 1151 66
23 46 2
901 922 4
106 716 601
842 1897 742
166 1971 1403
353 1697 947
9 33 18
1692 1973 182
134 826 6
1213 2076 446
739 1939 1078
576 1434 761
596 1823 433
441 1289 750
382 485 58
114 778 579
469 1823 955
63 91 5
19 21 0
147 687 325
981 1552 404
376 637 64
211 1643 686
859 1749 829
169 1676 886
596 1383 100
1324 1474 145
152 209 2
13 685 212
1262 1559 130
3 6 4
60 300 182
180 1939 398
1057 1345 43
160 1165 413
1425 1758 45
552 1509 859
59 767 658
662 1344 673
65 509 414
1488 1673 168
26 381 232
1491 1770 1
407 444 4
668 950 217
303 1817 376
72 279 40
817 906 68
20 614 349
364 1100 263
385 988 469
1326 1505 33
1168 1653 437
43 186 37
882 1522 315
610 1529 553
891 1077 138
586 1217 222
162 1308 80
276 389 0
1306 1339 14
549 1800 525
580 633 33
1250 1961 192
53 588 233
478 2020 223
247 1420 423
1595 1968 278
138 983 513
329 1350 614
197 201 4
115 1602 1305
433 464 21
889 2033 1036
21 58 15
1651 1996 343
988 1554 360
138 1140 373
1351 1867 497
464 486 15
585 1002 386
838 849 5
65 757 499
163 841 234
944 1052 4
635 2079 1263
327 728 318
195 289 27
729 870 30
457 699 23
400 882 382
782 1737 859
72 395 103
120 276 72
37 116 65
986 1953 686
156 386 79
517 1380 32
300 1560 600
1484 1603 29
119 2105 378
88 1482 498
381 593 163
311 1573 1112
1410 1497 56
668 1744 507
851 886 33
73 264 0
566 824 71
334 793 429
353 1461 936
877 1183 129
838 1045 42
1518 1726 158
197 691 67
138 1670 1176
462 1102 47
15 1715 586
107 902 453
247 249 2
130 2015 871
81 1001 9
427 489 40
27 392 260
59 183 50
290 1463 28
41 178 112
741 1120 136
396 857 192
2050 2084 33
227 1949 206
678 702 4
411 1470 1032
984 985 1
447 896 221
110 185 17
649 1008 257
820 2040 433
122 290 118
132 840 538
1453 1830 321
1069 1544 174
648 792 36
1908 1994 5
1410 1920 197
429 1096 246
807 964 99
334 1182 332
359 1690 218
74 248 1
621 1106 413
437 1083 415
272 724 246
302 1257 471
31 205 32
13 172 34
450 1658 330
741 1323 4
747 1022 165
1013 1789 615
659 1092 62
310 1253 590
360 1470 34
49 95 2
285 517 16
212 214 2
222 702 196
338 971 189
95 1089 156
135 1328 451
210 1034 594
168 255 46
63 85 4
13 484 202
259 579 157
764 1816 261
901 1486 350
425 813 222
199 1866 220
126 574 5
60 330 72
484 891 232
13 955 878
645 1170 257
29 61 18
56 334 87
21 256 155
595 1027 60
895 1469 200
32 1290 651
37 41 3
823 1884 730
517 555 33
1033 1060 4
1137 1974 502
746 1129 366
133 252 69
252 440 63
250 559 271
809 1556 220
139 1755 511
144 1096 143
788 931 67
432 478 38
843 1436 290
226 644 202
705 1290 497
382 820 120
255 658 32
164 1201 245
236 327 67
561 1838 151
846 1121 95
828 1757 720
11 21 4
351 2038 137
186 416 170
503 655 74
76 448 192
316 880 8
163 174 2
858 1331 347
1425 1443 14
1275 1564 15
243 978 250
350 603 42
854 1170 15
1556 1606 20
701 748 46
759 790 12
182 1192 746
110 603 400
1934 2004 46
9 9 0
397 1340 287
286 932 349
766 1327 481
590 655 57
166 780 173
60 226 39
5 916 679
306 539 109
657 854 174
77 226 44
323 471 65
1523 1685 77
575 1311 344
157 245 37
123 194 13
461 1942 806
808 1089 30
30 650 2
145 611 333
560 792 101
196 875 672
211 395 82
1468 2023 209
886 1393 205
84 347 157
221 496 138
898 1213 270
3 56 42
297 418 75
75 409 217
681 850 158
374 576 192
490 1257 501
453 1107 421
52 294 208
13 285 30
459 1073 183
88 194 7
860 1107 45
295 1301 332
1474 1782 76
144 196 48
8 18 2
256 897 523
295 1295 469
389 663 213
3 103 84
507 586 23
1113 1965 183
1113 1924 766
78 88 8
690 1064 117
10 55 35
284 346 29
1203 1432 193
628 1315 424
441 1518 828
60 191 90
136 464 85
609 1427 46
152 1339 1020
977 1620 71
501 1072 294
565 654 74
130 1683 830
472 587 103
33 926 203
792 1043 181
128 1958 1050
1754 1831 72
10 25 4
1287 1444 64
783 1444 661
720 1832 502
37 700 520
249 345 87
359 835 325
953 1287 245
218 394 79
114 1662 802
49 131 31
286 1076 157
231 371 4
1190 1635 238
10 1776 79
691 2111 564
21 110 56
1327 1422 28
161 1251 955
1109 1979 190
1198 1605 181
473 1389 335
241 245 2
818 1403 499
503 2009 488
31 520 6
1360 1482 0
10 1865 1031
246 451 22
1513 2086 85
221 800 118
66 2089 269
468 552 40
175 932 7
270 1123 770
232 1197 700
1600 2063 439
298 573 224
842 1005 66
149 242 82
244 395 2
814 1870 1050
1017 1890 341
890 1462 263
676 1332 547
509 2061 1427
140 188 45
181 2017 1236
309 1581 967
1049 2005 372
1264 1378 91
69 990 350
699 821 37
347 1635 11
496 1631 524
509 664 92
189 1313 764
113 893 192
268 592 79
161 1553 214
1835 1931 52
390 906 309
452 1985 1279
13 1409 78
363 940 411
673 1439 221
897 1864 869
580 642 52
15 98 68
348 679 120
